点灯,Turn on a living light!
消灯,Turn off living light!
時間,What time is it?
天気,What's the weather in Tokyo?
おはよう,Good Morning.
こんにちは,Good Afternoon.
こんばんは,Good Night.
感謝,Thank You!
元気,How are you?
タイマー,Set the timer for 3 minutes
停止,Stop the timer
不一致,well
